Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
S100A11	0	0	0	0	1	0	0	0	1	1	1	10	10
SAMD5	0	0	0	0	1	0	0	0	1	1	1	10	10
SERINC2	0	0	0	0	1	0	0	0	1	1	1	10	10
SERPINB5	0	0	0	0	1	0	0	0	1	1	1	10	10
SI	0	0	0	0	1	0	0	0	1	1	1	10	10
SNAI3	0	0	0	0	1	0	0	0	1	1	1	10	10
SS18L1	0	0	0	0	0	0	1	0	1	1	1	10	10
SSC5D	0	0	0	0	0	0	0	1	1	1	1	10	10
SUSD2	0	0	0	0	1	0	0	0	1	1	1	10	10
SYNGAP1	0	0	0	0	1	0	0	0	1	1	1	10	10
TACR1	0	0	0	0	1	0	0	0	1	1	1	10	10
TMPRSS11B	0	0	0	0	1	0	0	0	1	1	1	10	10
TNIK	0	0	0	0	1	0	0	0	1	1	1	10	10
TPSAB1	0	0	0	0	1	0	0	0	1	1	1	10	10
TRANK1	0	0	0	0	1	0	0	0	1	1	1	10	10
TTBK1	0	0	0	0	1	0	0	0	1	1	1	10	10
TTC21A	0	0	0	0	1	0	0	0	1	1	1	10	10
TTN	0	0	0	0	1	0	0	0	1	1	1	10	10
TYRO3	0	0	0	0	0	0	1	0	1	1	1	10	10
USP11	0	0	0	0	1	0	0	0	1	1	1	10	10
USP24	0	0	0	0	1	0	0	0	1	1	1	10	10
WASHC2A	0	0	0	0	1	0	0	0	1	1	1	10	10
ZBTB43	0	0	0	0	1	0	0	0	1	1	1	10	10
ZC3H3	0	0	0	0	1	0	0	0	1	1	1	10	10
ZNF418	0	0	0	0	1	0	0	0	1	1	1	10	10
ZNF461	0	0	0	0	1	0	0	0	1	1	1	10	10
ZNF544	0	0	0	0	1	0	0	0	1	1	1	10	10
ZNF675	0	0	0	0	1	0	0	0	1	1	1	10	10
ZNF792	0	0	0	0	1	0	0	0	1	1	1	10	10
ZNF814	0	0	0	0	1	0	0	0	1	1	1	10	10
ZNF91	1	0	0	0	0	0	0	0	1	1	1	10	10
