Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
FHOD1	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
FILIP1L	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
FMR1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
FOXD2	0	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
FOXF2	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
FOXG1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
FRMD4B	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
FUT3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GAB3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GAPDH	0	0	0	0	0	0	0	1	1	1	1	24	4.166666666666666
GATA6	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GBP1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GBP3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GCN1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GDAP2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GDF9	0	0	0	0	0	1	0	0	1	1	1	24	4.166666666666666
GIGYF1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GLE1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GNAI2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GRIA4	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
GSTZ1	0	0	0	0	0	1	0	0	1	1	1	24	4.166666666666666
GTPBP6	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
GUCY2D	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
H1FOO	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HAND1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HAPLN4	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HARS	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HDAC2	0	1	0	0	0	0	0	0	1	1	1	24	4.166666666666666
HDAC9	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HIST1H1E	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HMCN1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HMCN2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HOOK2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HOXD11	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HPCA	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
HPS3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HRNR	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
HSPA8	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IFFO1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IGF2BP3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IGFN1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IGHA1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IGLON5	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IGSF22	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IL11RA	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IL6	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
INSM1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IQCA1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IQCJ-SCHIP1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
IRX5	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ITIH3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ITK	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KCNA6	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KCNH2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KCNQ5	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KDM3B	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KIAA1211	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
KIF18A	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KIF24	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KIR3DL1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KISS1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KMT2A	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KMT2B	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
KMT2C	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KRT10	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
KRT33B	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KRT72	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
KRT76	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
KRTAP10-5	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LAMB2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LATS2	0	0	0	1	0	0	0	0	1	1	1	24	4.166666666666666
LGALS9B	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LHX8	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LMF1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LMO7	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LRFN5	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LRP1B	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LRRC24	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LRRC41	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LRRIQ1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LRRK2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
LZTS1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAGEC1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAN2B1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAOB	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAP1B	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAP3K10	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAP3K6	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
MARCKSL1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MAT2A	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MBD3	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
MBOAT7	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MEPCE	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
METAP1D	0	0	0	0	0	0	0	1	1	1	1	24	4.166666666666666
MGAT5B	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MKI67	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MT-CO3	0	1	0	0	0	0	0	0	1	1	1	24	4.166666666666666
MT-CYB	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MT-ND4	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MT-ND5	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MTIF3	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
MTMR1	0	0	0	0	0	1	0	0	1	1	1	24	4.166666666666666
MUC17	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MUC2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MUC4	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
MYPN	0	0	0	0	0	1	0	0	1	1	1	24	4.166666666666666
N4BP2L1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NAA15	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
NADSYN1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NBPF14	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NBPF26	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NCKAP5L	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NEU4	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NEXMIF	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NF2	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
NKX3-1	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
NOTCH4	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NPAS3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
NPC1	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
NRIP1	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
NRXN1	0	0	0	0	0	1	0	0	1	1	1	24	4.166666666666666
NSD1	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
NUP155	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
OCSTAMP	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
OLIG1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
OR2T3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
OR2T33	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
OR2T34	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
OR4N5	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
OSTC	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
PABPN1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PCF11	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
PDE5A	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PELI2	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
PGBD2	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
PGC	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PHF23	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
PHF3	0	0	0	0	0	1	0	0	1	1	1	24	4.166666666666666
PHLDA1	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
PIEZO2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PKHD1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PLEC	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PLEKHH3	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
PLPPR4	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PLXNC1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PLXND1	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
POGZ	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
POLD1	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
PRDM1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PRKD1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PRPF8	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
PRPS2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PRR36	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PSD4	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
PTPRD	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
QRICH2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RAB44	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RANBP2	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
RASGEF1B	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RBM12B	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
RBM44	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RBM6	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
RDH11	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
REXO1	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
RGMA	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
RHCE	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RIMS2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RLF	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RMDN3	0	1	0	0	0	0	0	0	1	1	1	24	4.166666666666666
RNPEPL1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
ROS1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RP1	0	0	0	0	0	1	0	0	1	1	1	24	4.166666666666666
RPP25	0	0	0	0	0	0	0	1	1	1	1	24	4.166666666666666
RPTN	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RRM1	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
RRP1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RTN4R	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
RUNX1	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
SART1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SAV1	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
SEC13	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
SEPT1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SETD2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SH3BGRL2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SH3GL2	0	0	0	0	0	0	0	1	1	1	1	24	4.166666666666666
SHROOM3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SI	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SLC10A5	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SLC16A12	0	1	0	0	0	0	0	0	1	1	1	24	4.166666666666666
SLC1A6	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SLC24A1	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
SLC25A21	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SLC35F3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SLC4A2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SMCHD1	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
SOX1	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
SP4	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SPAG17	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SPANXC	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SPATA31A6	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SPDYE5	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
SRP72	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
SRPK2	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
SRPX	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
SRSF4	0	0	0	0	0	0	1	0	1	1	1	24	4.166666666666666
SSPO	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TALDO1	0	0	1	0	0	0	0	0	1	1	1	24	4.166666666666666
TAOK2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TAS1R3	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TCHH	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TCP11	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TEDC2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TEPSIN	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TEX10	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
TEX13C	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TG	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TGFB1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TGOLN2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TIAL1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TMEM200C	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TMEM222	1	0	0	0	0	0	0	0	1	1	1	24	4.166666666666666
TMEM266	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TMIGD2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TMPRSS15	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TNN	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TONSL	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TOPAZ1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TPSB2	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
TRANK1	0	0	0	0	1	0	0	0	1	1	1	24	4.166666666666666
