Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
AADACL3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ABCA1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ABCA10	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ABCA2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ABCB4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ABCC6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ABHD14B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ABHD15	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ABHD16B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AC084757.2	0	0	0	0	0	0	0	1	0	1	1	1	40	2.5
AC115220.1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AC233724.12	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ACAN	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ACOT11	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ACOT9	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ACTRT3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ACVR1B	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ADAM2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADAM7	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADAMTS12	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADAMTS16	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
ADAMTS6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADAMTSL1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADAMTSL2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADGRA3	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ADGRB2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADGRF2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADGRF5	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ADNP2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AGA	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
AGAP2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AGAP3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AGO3	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
AGPAT3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AKAP9	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AKNA	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AKR1B10	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AKR1E2	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
AL035685.1	0	0	0	0	0	0	0	1	0	1	1	1	40	2.5
ALDH3B2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ALDH7A1	0	0	0	0	0	0	1	0	0	1	1	1	40	2.5
ALKAL1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ALMS1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ALPK3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AMOT	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AMY1C	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ANGPTL4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ANK2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ANKRD36B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ANKRD6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ANKS1A	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
ANKS4B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ANO8	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ANXA9	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AP000790.2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AP002512.3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
APOBEC3F	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
APOBEC3G	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
APOO	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AQP10	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ARHGAP15	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ARHGAP30	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ARHGEF2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ARHGEF4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ARID4A	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
ARIH2OS	0	1	0	0	0	0	0	0	0	1	1	1	40	2.5
ARL14EPL	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ARMC5	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ARMC9	0	1	0	0	0	0	0	0	0	1	1	1	40	2.5
ARMCX4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ARSE	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ASCC3	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ASPM	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ASXL1	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ATAD2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ATF7IP	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ATM	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ATOH1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ATP7B	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
ATP9B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ATXN3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
AUTS2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
B3GALT1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
B4GALT2	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
BANP	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BAX	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BCAS2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BCL6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BCOR	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
BCORL1	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
BDP1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BEND4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BEST1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BHLHE41	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
BIN1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BIN2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BIRC3	0	0	0	0	0	0	0	1	0	1	1	1	40	2.5
BNC2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BPTF	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BRCA2	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
BRI3BP	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
BTN2A1	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
C10orf71	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
C11orf80	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
C14orf39	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
C18orf32	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
C19orf54	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
C3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
C3orf56	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
C6orf89	0	1	0	0	0	0	0	0	0	1	1	1	40	2.5
C7	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CA3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CABP5	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CABS1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CACNA1A	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
CACNA1G	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CADM4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CALN1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CAMSAP1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CAPN5	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CAPN6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CASKIN2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CASZ1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CATSPERE	0	1	0	0	0	0	0	0	0	1	1	1	40	2.5
CBL	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CBWD5	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
CC2D2A	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CCDC102B	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CCDC120	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CCDC168	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
CCDC177	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CCDC192	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CCDC195	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CCDC3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CCDC85C	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CCL23	0	0	0	0	0	0	0	1	0	1	1	1	40	2.5
CCR8	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
CD101	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CD163	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CD177	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CD36	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CD53	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CD55	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CD6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CD99	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CDH11	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CDH22	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
CDH23	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CDH24	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CDK11A	0	0	0	0	0	0	0	1	0	1	1	1	40	2.5
CDK2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CDK2AP1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CDKN1C	0	1	0	0	0	0	0	0	0	1	1	1	40	2.5
CEACAM5	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CEBPZ	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CEL	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CELSR1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CFAP100	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CFAP298	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CFAP44	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CFC1B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CHD5	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CHD9	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CHM	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CHST7	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CHUK	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CIITA	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CKAP5	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CLASP2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CLCA1	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
CLCA2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CLCN4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CLCN5	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CLEC12B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CLEC18B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CLEC20A	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CLMN	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CMKLR1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CMSS1	0	1	0	0	0	0	0	0	0	1	1	1	40	2.5
CNNM1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CNTNAP3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COL10A1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COL1A1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COL27A1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COL28A1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COL4A3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COL6A6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COMP	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COPS2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COQ8A	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
COX10	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CRABP2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CRYBA2	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
CRYBG1	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CRYGC	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CSDE1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CSMD3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CSNKA2IP	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CT45A9	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CTNND2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CTSH	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CXCR3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CXXC1	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
CXXC4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CYLC1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CYP39A1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CYP8B1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
CYR61	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DAAM1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DACT3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DCC	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DCDC1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DDX23	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DDX27	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DDX4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DENND4B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DENND5B	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
DGKG	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DKC1	0	0	0	0	0	0	0	0	1	1	1	1	40	2.5
DLGAP2	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
DLX5	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DMC1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DMD	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DNAH3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DNAJC7	0	1	0	0	0	0	0	0	0	1	1	1	40	2.5
DNHD1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DOCK4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DOCK6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DOK1	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
DOK2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DPP7	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DROSHA	0	0	0	0	0	1	0	0	0	1	1	1	40	2.5
DSP	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
DSPP	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
DUOX2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EBF1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EEA1	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
EEF1A1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EFCAB12	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EFNB1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EGFL8	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EGFR	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EGLN3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EHBP1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EID2B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EIF1AX	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EIF3B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EIF4A1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ELF4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ELFN1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EMD	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ENTHD1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ERGIC2	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
ESPN	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ETV1	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
ETV7	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EVI5L	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EVPL	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EXD1	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EXOC3	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EXOC4	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EXOSC8	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
EYS	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
F7	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FAM110C	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FAM120AOS	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FAM149A	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FAM153C	0	0	0	0	0	0	0	1	0	1	1	1	40	2.5
FAM169A	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FAM204A	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
FAM208A	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FAM237B	0	0	0	0	0	0	1	0	0	1	1	1	40	2.5
FAM3A	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FAM83B	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FANCB	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FBXL13	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FBXL16	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FBXO10	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FBXW10	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
FBXW4	0	0	1	0	0	0	0	0	0	1	1	1	40	2.5
FGD5	1	0	0	0	0	0	0	0	0	1	1	1	40	2.5
FGF6	0	0	0	0	1	0	0	0	0	1	1	1	40	2.5
